1 1148 1137 1163 342 1108 1126
2 1135 1090 1121 325 1141 1068
3 999 993 1044 338 995 929
4 936 933 1000 324 933 975
5 819 781 843 325 845 845
6 858 812 821 325 784 821
7 789 780 845 324 815 807
8 787 833 825 334 798 807
9 784 773 790 337 746 676
10 660 658 725 351 662 675
11 661 671 685 327 654 704
12 691 652 736 325 655 675
13 667 673 715 364 726 688
14 661 680 676 325 685 686
15 673 664 673 324 686 735
16 694 668 725 356 656 675
17 692 681 704 324 685 660
18 698 695 720 347 659 680
19 666 606 638 330 620 624
20 568 588 625 379 602 647
21 605 605 653 380 599 670
22 640 609 675 334 604 592
23 604 577 676 340 583 678
24 639 563 586 328 571 681
25 642 686 756 398 732 799
26 751 714 735 403 749 708
27 690 766 795 405 602 627
28 595 589 581 362 592 583
29 565 563 581 371 563 614
30 602 558 612 324 561 583
31 600 558 614 325 593 583
32 564 588 638 354 593 586
33 564 567 613 358 562 616
34 563 558 582 324 614 593
35 563 558 582 332 593 585
36 562 606 593 324 609 589
37 562 558 584 355 592 548
38 564 557 598 333 580 576
39 494 551 511 324 510 507
40 515 487 508 324 519 506
41 518 516 509 325 488 535
42 489 534 512 325 502 507
43 489 484 539 325 487 556
44 522 489 509 324 516 508
45 518 484 509 324 487 548
46 488 516 537 332 488 537
47 490 484 518 345 520 542
48 518 487 543 325 487 569
49 489 484 535 361 532 540
50 488 535 547 328 516 509
51 489 515 511 325 487 527
52 489 508 512 355 488 509
53 488 489 542 346 497 538
54 488 485 511 324 487 538
55 518 484 512 325 518 541
56 488 511 528 344 495 511
57 499 514 543 325 488 511
58 488 513 547 325 487 514
59 528 526 546 324 488 510
60 489 484 514 325 498 512
61 521 514 514 325 487 512
62 488 485 521 324 488 544
63 488 483 551 324 489 512
64 518 514 515 325 488 512
65 488 484 515 325 520 541
66 519 514 514 328 504 522
67 551 510 566 327 521 524
68 499 517 542 348 496 514
69 488 484 549 343 490 546
70 489 484 518 338 499 550
71 491 528 526 333 507 530
72 497 494 525 329 497 526
73 516 493 526 330 504 527
74 496 493 528 344 492 529
75 492 486 536 342 516 531
76 526 523 578 347 509 537
77 496 489 536 325 515 454
78 461 461 457 325 429 457
79 475 448 451 325 442 457
80 421 417 454 360 422 449
81 420 448 485 356 421 450
82 422 416 453 325 420 481
83 421 425 474 325 445 486
84 484 447 483 358 420 464
85 422 417 453 325 419 481
86 452 447 455 410 421 484
87 421 417 455 325 422 510
88 422 417 487 324 470 477
89 421 417 454 324 421 454
90 421 447 457 356 420 454
91 449 417 455 354 458 453
92 435 438 530 337 420 456
93 422 428 481 325 421 455
94 421 416 487 354 451 455
95 421 417 455 324 420 454
96 421 447 460 324 420 456
97 423 447 489 324 449 487
98 421 447 458 350 424 465
99 422 417 457 325 442 464
100 422 452 489 325 449 485
101 421 417 458 355 450 455
102 421 439 462 324 451 455
103 421 416 461 324 448 457
104 421 442 488 325 422 486
105 422 417 461 325 420 456
106 421 416 459 324 420 456
107 421 417 459 325 420 458
108 451 447 462 325 423 465
109 421 445 462 325 421 458
110 420 418 462 325 421 459
111 421 416 461 325 421 461
112 421 417 499 325 422 462
113 448 439 473 324 420 462
114 421 467 467 324 421 462
115 421 417 463 352 446 465
116 482 418 463 351 424 462
117 421 417 496 325 421 462
118 420 448 492 355 421 492
119 452 416 464 324 420 492
120 452 417 494 330 422 462
121 422 447 494 325 420 492
122 443 448 468 326 452 476
123 442 458 498 325 420 492
124 422 443 467 325 420 495
125 421 417 465 325 420 494
126 421 417 468 357 451 464
127 432 463 466 325 428 465
128 440 423 468 325 421 464
129 421 417 467 325 420 495
130 421 416 468 339 427 465
131 421 461 501 326 420 465
132 422 418 470 324 420 466
133 451 450 495 330 420 466
134 421 447 503 325 430 470
135 427 421 474 328 424 509
136 511 452 504 346 432 466
137 422 421 504 348 434 507
138 474 460 557 366 421 510
139 453 437 501 355 451 532
140 454 454 537 362 478 497
141 422 475 506 327 471 541
142 436 481 530 328 482 521
143 477 448 539 358 422 501
144 453 479 538 326 484 533
145 485 418 502 325 433 469
146 422 417 473 325 420 470
147 445 446 472 325 428 471
148 420 416 475 325 431 471
149 441 477 498 342 432 503
150 421 450 504 326 432 471
151 433 417 508 325 421 472
152 421 444 476 324 421 471
153 423 423 473 325 457 472
154 421 417 476 324 449 471
155 419 416 467 324 446 423
156 398 374 429 325 407 421
157 363 391 447 325 413 455
158 365 359 438 326 389 415
159 364 361 419 325 362 414
160 363 359 449 324 362 415
161 364 359 434 347 362 417
162 363 358 454 367 388 422
163 368 360 421 324 362 416
164 365 359 420 353 380 416
165 363 359 452 325 362 444
166 391 360 419 325 415 417
167 363 358 426 325 362 415
168 363 359 422 324 362 416
169 379 359 423 355 390 441
170 367 359 443 327 395 428
171 363 360 424 324 384 418
172 363 386 458 325 362 444
173 367 366 457 325 362 447
174 363 388 458 324 363 417
175 365 386 425 325 362 418
176 363 360 423 324 362 418
177 363 359 427 325 363 419
178 363 371 424 338 408 419
179 363 387 430 324 363 422
180 364 359 428 325 371 441
181 364 359 459 324 362 420
182 393 360 430 325 388 419
183 381 404 427 325 393 420
184 365 390 457 324 363 437
185 364 360 429 355 362 420
186 363 359 430 331 361 420
187 363 359 428 325 392 450
188 377 380 430 325 394 436
189 375 365 433 325 362 437
190 364 385 454 335 362 421
191 364 359 431 325 395 423
192 395 389 462 384 365 423
193 364 359 429 324 362 423
194 385 367 430 325 363 422
195 364 359 433 324 393 432
196 412 360 435 331 387 424
197 364 358 434 325 362 424
198 363 360 452 324 383 452
199 367 360 434 325 424 424
200 363 419 464 325 369 424
201 393 360 433 324 390 427
202 375 391 437 324 362 426
203 372 411 434 362 363 445
204 374 389 434 334 362 426
205 364 416 464 326 376 426
206 367 359 438 354 362 452
207 367 360 436 353 380 427
208 364 359 437 324 362 457
209 363 359 437 324 363 446
210 373 359 470 325 363 428
211 363 389 440 324 362 427
212 368 359 465 325 388 432
213 363 359 439 325 390 486
214 378 391 439 324 363 430
215 365 360 438 327 374 436
216 369 462 469 356 386 441
217 364 359 456 325 363 498
218 398 359 470 325 361 429
219 393 361 466 327 362 457
220 364 358 456 325 395 430
221 363 360 438 356 361 462
222 364 391 438 356 362 432
223 364 359 436 325 362 432
224 363 387 468 325 361 432
225 366 389 471 325 382 443
226 395 359 439 324 363 435
227 363 358 445 325 362 434
228 363 389 446 324 363 469
229 364 390 471 385 364 437
230 367 358 444 325 399 437
231 363 359 449 325 363 437
232 363 387 447 324 392 437
233 364 395 443 325 362 440
234 363 359 488 339 362 470
235 363 359 439 325 362 466
236 364 358 450 325 362 467
237 366 388 478 325 364 439
238 364 359 444 324 363 442
239 388 386 456 352 366 474
240 364 365 443 325 362 457
241 408 362 449 325 362 442
242 364 359 444 324 362 442
243 363 359 443 325 386 469
244 373 381 488 326 362 459
245 364 359 449 324 393 443
246 375 370 466 324 362 443
247 368 393 450 377 371 502
248 388 360 481 357 364 469
249 364 359 447 325 361 473
250 395 360 481 324 390 443
251 364 373 449 327 362 476
252 392 395 462 325 392 443
253 374 363 453 324 361 470
254 364 381 451 346 373 443
255 363 359 451 370 397 470
