1 2163.939941 2062.270020 2113.939941 2260.199951 2097.320068 2126.419922
2 2051.239990 1998.380005 2059.419922 2157.969971 2061.580078 1999.479980
3 1954.540039 2112.790039 2062.669922 2080.370117 2123.830078 2104.020020
4 1909.400024 1907.599976 1904.319946 2024.400024 2019.760010 1898.910034
5 1867.939941 1917.900024 1917.619995 2025.510010 1931.670044 1928.180054
6 1983.540039 1962.900024 1940.439941 2102.949951 1848.459961 1839.199951
7 1816.459961 1842.380005 1936.130005 2129.270020 2021.599976 1861.790039
8 1854.469971 1902.439941 1826.709961 2110.550049 1905.109985 1735.060059
9 1804.130005 1736.989990 1749.119995 1957.969971 1815.660034 1766.359985
10 1764.979980 1832.369995 1782.390015 2067.189941 1742.250000 1809.819946
11 1694.550049 1723.170044 1686.050049 1977.040039 1866.619995 1888.790039
12 1790.469971 1817.890015 1688.010010 1889.150024 1737.890015 1710.819946
13 1698.180054 1691.150024 1747.010010 1867.329956 1674.239990 1741.800049
14 1635.430054 1700.540039 1704.349976 1881.560059 1746.640015 1633.750000
15 1630.140015 1626.750000 1626.400024 1932.760010 1641.339966 1645.390015
16 1650.800049 1676.530029 1667.869995 1883.810059 1661.300049 1772.920044
17 1674.760010 1600.829956 1639.750000 1825.069946 1663.199951 1674.989990
18 1720.630005 1587.500000 1609.400024 1781.949951 1665.589966 1688.979980
19 1656.500000 1672.910034 1642.479980 1886.930054 1618.550049 1592.760010
20 1559.619995 1566.290039 1639.790039 1892.209961 1582.619995 1621.520020
21 1565.380005 1542.280029 1558.560059 1824.650024 1614.020020 1582.910034
22 1577.920044 1636.550049 1654.619995 1782.030029 1672.339966 1585.739990
23 1598.319946 1570.839966 1594.969971 1661.540039 1573.829956 1583.680054
24 1588.869995 1567.239990 1543.209961 1741.329956 1541.359985 1589.420044
25 1491.500000 1516.030029 1529.270020 1763.380005 1495.729980 1591.719971
26 1535.170044 1601.250000 1551.540039 1728.760010 1565.410034 1601.689941
27 1502.530029 1567.140015 1519.359985 1696.390015 1541.300049 1549.750000
28 1504.890015 1505.569946 1541.609985 1751.250000 1500.319946 1596.400024
29 1553.109985 1523.099976 1475.439941 1698.250000 1518.510010 1514.760010
30 1515.189941 1511.449951 1532.579956 1784.680054 1523.760010 1585.099976
31 1643.579956 1619.829956 1612.469971 1722.910034 1530.709961 1501.810059
32 1513.109985 1553.310059 1468.189941 1636.300049 1491.510010 1490.719971
33 1539.810059 1504.800049 1449.109985 1732.680054 1492.689941 1529.510010
34 1505.449951 1481.949951 1489.250000 1694.040039 1545.140015 1550.520020
35 1593.099976 1537.420044 1534.900024 1777.910034 1481.020020 1563.729980
36 1640.160034 1560.489990 1569.479980 1644.130005 1515.030029 1476.819946
37 1470.589966 1481.839966 1537.900024 1651.670044 1449.959961 1443.229980
38 1464.359985 1477.280029 1471.849976 1697.670044 1572.630005 1523.520020
39 1518.229980 1434.489990 1479.569946 1573.219971 1410.959961 1398.920044
40 1498.410034 1427.719971 1478.969971 1644.729980 1397.239990 1430.640015
41 1425.859985 1455.510010 1527.520020 1639.099976 1425.479980 1409.439941
42 1409.479980 1387.640015 1560.439941 1598.810059 1429.380005 1417.880005
43 1407.729980 1404.280029 1466.079956 1590.310059 1473.800049 1405.880005
44 1497.290039 1468.439941 1406.239990 1723.339966 1478.869995 1411.439941
45 1470.119995 1417.540039 1439.400024 1554.829956 1397.920044 1360.770020
46 1394.890015 1383.140015 1432.140015 1530.329956 1477.510010 1391.790039
47 1391.020020 1390.280029 1382.989990 1553.050049 1421.520020 1359.060059
48 1345.459961 1341.839966 1399.760010 1593.750000 1348.699951 1404.609985
49 1355.160034 1377.890015 1335.500000 1532.849976 1403.420044 1335.869995
50 1373.560059 1405.030029 1361.270020 1512.189941 1459.900024 1368.180054
51 1368.689941 1357.420044 1380.939941 1479.800049 1334.920044 1367.859985
52 1349.000000 1373.359985 1336.619995 1475.959961 1336.140015 1363.390015
53 1405.229980 1404.099976 1417.900024 1465.180054 1373.540039 1412.030029
54 1381.459961 1371.530029 1365.579956 1520.479980 1330.140015 1361.290039
55 1401.479980 1363.880005 1366.380005 1522.449951 1411.760010 1334.810059
56 1328.579956 1442.199951 1387.089966 1507.400024 1359.280029 1368.869995
57 1382.500000 1434.609985 1471.650024 1476.359985 1373.170044 1372.739990
58 1374.300049 1391.770020 1384.869995 1477.000000 1354.800049 1350.380005
59 1371.770020 1385.939941 1346.319946 1475.319946 1356.630005 1345.930054
60 1357.849976 1349.270020 1423.800049 1512.369995 1322.319946 1350.030029
61 1321.229980 1321.540039 1313.180054 1493.810059 1319.839966 1360.270020
62 1384.579956 1330.079956 1346.430054 1479.199951 1330.949951 1377.819946
63 1380.520020 1319.500000 1318.300049 1423.109985 1317.750000 1323.839966
64 1357.280029 1387.160034 1423.609985 1521.510010 1375.020020 1308.380005
65 1314.420044 1428.869995 1368.010010 1459.069946 1390.359985 1356.170044
