10 76 68 69 67 67 69
20 67 68 69 67 67 68
30 68 68 69 67 67 78
40 76 73 69 90 77 91
50 76 70 69 67 67 68
60 67 68 71 73 78 68
70 67 68 69 68 67 68
80 67 68 69 67 68 69
90 67 68 69 67 93 73
100 67 68 94 74 69 69
110 68 69 68 67 67 68
120 67 69 69 67 67 68
130 90 74 69 68 67 68
140 67 68 68 68 67 68
150 67 68 69 67 68 68
160 68 68 68 67 67 68
170 68 68 69 67 67 68
180 67 69 69 68 67 68
190 67 68 69 67 67 68
200 67 68 69 74 77 71
210 67 68 69 67 85 78
220 69 68 69 67 67 70
230 74 69 69 67 67 68
240 68 68 69 67 67 68
250 67 69 69 67 68 68
260 67 68 69 68 67 68
270 67 68 69 67 68 81
280 68 68 69 67 67 92
290 71 68 69 67 67 68
300 67 68 69 68 67 68
310 67 69 69 77 87 72
320 68 68 69 67 67 68
330 68 68 68 68 67 68
340 67 68 69 67 68 73
350 88 71 69 67 67 91
360 75 68 68 67 67 68
370 68 68 69 67 67 68
380 67 69 69 67 67 68
390 67 68 69 67 67 68
400 67 69 69 68 67 68
410 67 68 68 67 67 70
420 68 68 69 67 68 68
430 91 77 69 67 67 68
440 67 70 69 67 67 68
450 67 68 69 67 67 68
460 67 68 69 68 67 68
470 67 68 68 68 68 68
480 67 68 68 67 67 68
490 67 68 69 67 67 68
500 67 69 69 67 67 68
510 69 68 69 67 68 68
520 67 68 70 74 72 73
530 74 69 87 75 69 68
540 67 68 69 67 67 69
550 67 90 77 68 67 68
560 91 73 68 67 67 68
570 68 68 69 67 67 68
580 67 68 69 67 68 71
590 71 69 71 68 67 68
600 67 95 73 69 90 72
610 67 68 68 67 68 68
620 67 68 69 67 67 68
630 67 68 68 67 67 68
640 67 92 75 67 67 68
650 67 68 69 67 67 68
660 67 68 69 68 67 68
670 67 68 68 67 68 69
680 67 68 68 67 67 69
690 67 68 68 67 67 68
700 67 69 69 67 67 68
710 67 68 69 67 67 68
720 67 68 68 68 67 68
730 67 68 69 67 68 68
740 67 68 68 67 67 68
750 67 68 69 67 67 68
760 67 69 69 67 67 68
770 67 68 69 67 67 69
780 67 68 69 68 67 68
790 67 68 68 67 68 68
800 67 68 68 67 67 68
810 68 68 68 67 67 68
820 67 68 69 67 67 68
830 67 68 69 67 67 68
840 67 68 68 68 77 68
850 67 68 92 72 68 68
860 67 68 84 78 69 73
870 68 68 69 67 67 68
880 67 68 69 67 67 68
890 67 68 69 67 67 68
900 67 68 72 90 71 68
910 67 68 69 68 67 68
920 67 68 68 67 67 69
930 67 68 68 67 68 68
940 67 68 68 67 67 68
950 67 68 69 67 67 68
960 67 68 69 67 67 68
970 67 68 68 68 67 68
980 67 68 69 94 74 74
990 76 69 69 68 67 68
1000 68 68 69 67 67 68
