10 1000 7 7 7 7 8 7
20 1000 7 7 7 7 7 7
30 1000 7 8 7 7 7 7
40 1000 7 7 7 7 7 7
50 1000 7 7 7 7 7 7
60 1000 7 7 7 7 7 7
70 1000 7 7 7 7 7 7
80 1000 7 7 7 7 7 7
90 1000 7 7 7 7 7 8
100 1000 7 7 7 7 7 7
110 1000 7 7 7 7 7 7
120 1000 7 7 7 7 7 7
130 1000 7 7 7 7 7 7
140 1000 7 7 7 7 7 7
150 1000 7 7 7 7 7 7
160 1000 7 7 7 7 7 7
170 1000 7 7 7 7 7 7
180 1000 7 7 7 7 7 7
190 1000 7 7 7 7 7 7
200 1000 7 7 7 7 7 7
210 1000 7 7 7 7 7 7
220 1000 7 7 7 7 7 7
230 1000 7 7 7 7 7 7
240 1000 7 7 7 7 7 7
250 1000 7 7 7 7 7 7
260 1000 7 7 7 7 7 7
270 1000 7 7 7 7 7 7
280 1000 7 7 7 7 7 7
290 1000 7 7 7 7 7 7
300 1000 7 7 7 7 7 7
310 1000 7 7 7 14 14 12
320 1000 8 8 8 8 8 8
330 1000 8 8 8 8 8 8
340 1000 8 8 7 7 7 7
350 1000 7 7 7 7 7 7
360 1000 7 7 7 7 7 7
370 1000 7 7 7 7 7 7
380 1000 7 7 7 7 7 7
390 1000 7 7 7 7 7 7
400 1000 7 7 7 7 7 7
410 1000 7 7 7 7 7 8
420 1000 7 7 7 7 7 7
430 1000 12 14 13 8 8 8
440 1000 8 8 8 8 8 8
450 1000 8 8 7 7 7 7
460 1000 7 7 7 7 7 10
470 1000 13 11 8 8 8 8
480 1000 8 8 8 7 7 7
490 1000 7 7 7 7 7 7
500 1000 7 7 7 8 13 14
510 1000 10 8 8 8 8 8
520 1000 8 8 7 7 7 7
530 1000 7 7 7 7 7 7
540 1000 7 7 7 7 7 7
550 1000 7 7 7 7 7 8
560 1000 7 7 7 7 7 7
570 1000 7 7 7 7 7 7
580 1000 7 7 7 7 7 7
590 1000 7 7 7 7 7 7
600 1000 7 7 7 7 7 7
610 1000 8 7 7 7 8 7
620 1000 7 7 7 7 7 7
630 1000 7 7 7 7 7 7
640 1000 7 7 7 7 7 8
650 1000 7 7 7 7 7 7
660 1000 7 7 7 7 7 7
670 1000 7 7 7 7 11 14
680 1000 13 10 8 8 8 8
690 1000 8 8 8 7 7 7
700 1000 7 8 7 7 8 7
710 1000 7 7 13 14 13 8
720 1000 8 8 8 8 8 8
730 1000 7 8 7 7 8 7
740 1000 7 7 7 7 7 7
750 1000 7 7 7 7 7 7
760 1000 7 7 7 7 7 7
770 1000 7 7 7 7 7 7
780 1000 7 7 7 7 7 7
790 1000 7 7 7 7 7 7
800 1000 7 7 7 7 7 7
810 1000 7 7 7 7 7 7
820 1000 7 7 7 7 7 7
830 1000 7 7 7 7 7 7
840 1000 7 7 7 7 7 7
850 1000 7 7 7 7 7 7
860 1000 7 7 7 7 7 7
870 1000 7 7 7 7 7 7
880 1000 7 7 7 7 7 7
890 1000 7 7 7 7 7 7
900 1000 7 7 7 7 7 7
910 1000 7 7 7 7 7 7
920 1000 7 7 7 7 7 7
